package	candidate_version	selection_state
libkf6config-data	6.13.0-2	selected
libkf6configcore6	6.13.0-2	selected
libkf6configgui6	6.13.0-2	selected
libkf6configwidgets-data	6.13.0-1	selected
libkf6configwidgets6	6.13.0-1	selected
libkf6coreaddons-data	6.13.0-1	selected
libkf6coreaddons6	6.13.0-1	selected
libkf6crash6	6.13.0-1	selected
libkf6dbusaddons-data	6.13.0-1	selected
libkf6dbusaddons6	6.13.0-1	selected
libkf6doctools6	6.13.0-1	selected
libkf6globalaccel-data	6.13.0-1	selected
libkf6globalaccel6	6.13.0-1	selected
libkf6guiaddons-data	6.13.0-1	selected
libkf6guiaddons6	6.13.0-1	selected
libkf6i18n-data	6.13.0-1	selected
libkf6i18n6	6.13.0-1	selected
libkf6i18nqml6	6.13.0-1	selected
libkf6iconthemes-data	6.13.0-2	selected
libkf6iconthemes6	6.13.0-2	selected
libkf6iconwidgets6	6.13.0-2	selected
libkf6itemviews-data	6.13.0-1	selected
libkf6itemviews6	6.13.0-1	selected
libkf6jobwidgets-data	6.13.0-1	selected
libkf6jobwidgets6	6.13.0-1	selected
libkf6kcmutils-data	6.13.0-2	selected
libkf6kcmutils6	6.13.0-2	selected
libkf6kcmutilscore6	6.13.0-2	selected
libkf6kcmutilsquick6	6.13.0-2	selected
libkf6kiocore6	6.13.0-6	selected
libkf6kiofilewidgets6	6.13.0-6	selected
libkf6kiogui6	6.13.0-6	selected
libkf6kiowidgets6	6.13.0-6	selected
libkf6notifications-data	6.13.0-1	selected
libkf6notifications6	6.13.0-1	selected
libkf6notifyconfig-data	6.13.0-1	selected
libkf6notifyconfig6	6.13.0-1	selected
libkf6service-bin	6.13.0-1	selected
libkf6service-data	6.13.0-1	selected
libkf6service6	6.13.0-1	selected
libkf6solid-data	6.13.0-1	selected
libkf6solid6	6.13.0-1	selected
libkf6sonnet-data	6.13.0-1	selected
libkf6sonnetcore6	6.13.0-1	selected
libkf6sonnetui6	6.13.0-1	selected
libkf6textwidgets-data	6.13.0-1	selected
libkf6textwidgets6	6.13.0-1	selected
libkf6wallet-data	6.13.0-1	selected
libkf6wallet6	6.13.0-1	selected
libkf6walletbackend6	6.13.0-1	selected
libkf6widgetsaddons-data	6.13.0-1	selected
libkf6widgetsaddons6	6.13.0-1	selected
libkf6windowsystem-data	6.13.0-2	selected
libkf6windowsystem6	6.13.0-2	selected
libkf6xmlgui-data	6.13.0-1	selected
libkf6xmlgui6	6.13.0-1	selected
libkgantt2	2.8.0-4	selected
libkglobalacceld0	6.3.6-1	selected
libklibc	2.0.14-1	selected
libkmod2	34.2-2	selected
libksba8	1.6.7-2+b1	selected
liblab-gamut1	2.42.4-3	selected
liblangtag-common	0.6.7-1	selected
liblangtag1	0.6.7-1+b2	selected
liblapack3	3.12.1-6	selected
liblastfm5-1	1.1.0-5+b3	selected
liblastlog2-2	2.41.5-0+deb13u1	selected
liblc3-1	1.1.3+dfsg-1	selected
libldacbt-abr2	2.0.2.3+git20200429+ed310a0-5	selected
libldacbt-enc2	2.0.2.3+git20200429+ed310a0-5	selected
libldb2	2:2.11.0+samba4.22.10+dfsg-0+deb13u2	selected
liblightdm-gobject-1-0	1.32.0-6+b2	selected
liblilv-0-0	0.24.26-1	selected
liblirc-client0t64	0.10.2-0.10	selected
libllvm19	1:19.1.7-3+b1	selected
liblmdb0	0.9.31-1+b2	selected
liblocale-gettext-perl	1.07-7+b1	selected
liblockfile-bin	1.17-2	selected
liblockfile1	1.17-2	selected
liblqr-1-0	0.4.2-2.1+b2	selected
liblsan0	14.2.0-19	selected
liblsof0	4.99.4+dfsg-2	selected
liblua5.1-0	5.1.5-11	selected
liblua5.2-0	5.2.4-3+b3	selected
liblua5.4-0	5.4.7-1+b2	selected
liblvm2cmd2.03	2.03.31-2	selected
liblzo2-2	2.10-3+b1	selected
libmad0	0.15.1b-11+b1	selected
libmagickcore-7.q16-10	8:7.1.1.43+dfsg1-1+deb13u11	selected
libmagickwand-7.q16-10	8:7.1.1.43+dfsg1-1+deb13u11	selected
libmalcontent-0-0	0.13.0-2+deb13u1	selected
libmanette-0.2-0	0.2.12-1	selected
libmarco-private2	1.26.2-4.1	selected
libmate-desktop-2-17t64	1.26.2-1.2	selected
libmate-menu2	1.26.1-1+b2	selected
libmate-panel-applet-4-1	1.27.1-4.1	selected
libmate-slab0t64	1.26.1-1.1+b4	selected
libmate-window-settings1t64	1.26.1-1.1+b4	selected
libmatekbd-common	1.26.1-1	selected
libmatekbd4	1.26.1-1+b2	selected
libmatemixer-common	1.26.1-1	selected
libmatemixer0	1.26.1-1+b2	selected
libmateweather-common	1.26.3-4	selected
libmateweather1t64	1.26.3-4	selected
libmatroska7	1.7.1-1+b2	selected
libmaxminddb0	1.12.2-1	selected
libmbedcrypto16	3.6.5-0.1~deb13u1	selected
libmbedtls21	3.6.5-0.1~deb13u1	selected
libmbedx509-7	3.6.5-0.1~deb13u1	selected
libmd4c0	0.5.2-2+b1	selected
libmenu-cache-bin	1.1.1-1	selected
libmenu-cache3	1.1.1-1	selected
libmm-glib0	1.24.0-1+deb13u1	selected
libmms0	0.6.4-3+b2	selected
libmnl0	1.0.5-3	selected
libmodplug1	1:0.8.9.0-3+b2	selected
libmount1	2.41.5-0+deb13u1	selected
libmp3lame0	3.100-6+b3	selected
libmpc3	1.3.1-1+b3	selected
libmpcdec6	2:0.1~r495-3	selected
libmpeg2-4	0.5.1-9+b3	selected
libmpfr6	4.2.2-1	selected
libmpg123-0t64	1.32.10-1+deb13u1	selected
libmsgraph-1-1	0.3.3-3	selected
libmspub-0.1-1	0.1.4-3+b5	selected
libmtdev1t64	1.1.7-1	selected
libmtp-common	1.1.22-1	selected
libmtp9t64	1.1.22-1	selected
libmujs3	1.3.6-1	selected
libmwaw-0.3-3	0.3.22-1+b2	selected
libmygpo-qt5-1	1.1.0-4.1+b2	selected
libmypaint-1.5-1	1.6.0-4	selected
libmypaint-common	1.6.0-4	selected
libmysofa1	1.3.3+dfsg-1	selected
libmythes-1.2-0	2:1.2.5-1+b2	selected
libncurses6	6.5+20250216-2	selected
libndp0	1.9-1+b1	selected
libneon27t64-gnutls	0.34.2-1	selected
libnetfilter-conntrack3	1.1.0-1	selected
libnewt0.52	0.52.25-1	selected
libnfnetlink0	1.0.2-3	selected
libnfs14	5.0.2-1+b2	selected
libnfsidmap1	1:2.8.3-1	selected
libnftables1	1.1.3-1	selected
libnftnl11	1.2.9-1	selected
libnice10	0.1.22-1	selected
libnl-3-200	3.7.0-2	selected
libnl-genl-3-200	3.7.0-2	selected
libnl-route-3-200	3.7.0-2	selected
libnm0	1.52.1-1	selected
libnma-common	1.10.6-5	selected
libnma-gtk4-0	1.10.6-5	selected
libnorm1t64	1.5.9+dfsg-3.1+b2	selected
libnotify4	0.8.6-1	selected
libnpth0t64	1.8-3	selected
libnss-systemd	257.13-1~deb13u1	selected
libnuma1	2.0.19-1	selected
libnumbertext-1.0-0	1.0.11-4+b2	selected
libnumbertext-data	1.0.11-4	selected
libnvme1t64	1.13-2	selected
libobjc-14-dev	14.2.0-19	selected
libobjc4	14.2.0-19	selected
libodfgen-0.1-1	0.1.8-2+b2	selected
libogg0	1.3.5-3+b2	selected
libomemo-c0	0.5.1-1	selected
libopenal-data	1:1.24.2-1	selected
libopenal1	1:1.24.2-1	selected
libopencore-amrnb0	0.1.6-1+b2	selected
libopencore-amrwb0	0.1.6-1+b2	selected
libopenexr-3-1-30	3.1.13-2	selected
libopenfec1	1.4.2.11+dfsg-1	selected
libopengl0	1.7.0-1+b2	selected
libopenjp2-7	2.5.3-2.1~deb13u2	selected
libopenmpt-modplug1	0.8.9.0-openmpt1-2+b3	selected
libopenmpt0t64	0.7.13-1+b1	selected
libopus0	1.5.2-2	selected
libopusfile0	0.12-4+b3	selected
liborc-0.4-0t64	1:0.4.41-1	selected
liborcus-0.18-0	0.19.2-6+b1	selected
liborcus-parser-0.18-0	0.19.2-6+b1	selected
libpackagekit-glib2-18	1.3.1-1+deb13u1	selected
libpagemaker-0.0-0	0.0.4-1+b2	selected
libpangomm-1.4-1v5	2.46.4-1+b2	selected
libpangomm-2.48-1t64	2.56.1-1	selected
libpangoxft-1.0-0	1.56.3-1	selected
libpaper2	2.2.5-0.3+b2	selected
libparted-fs-resize0t64	3.6-5	selected
libparted2t64	3.6-5	selected
libpathplan4	2.42.4-3	selected
libpci3	1:3.13.0-2	selected
libpciaccess0	0.17-3+b3	selected
libpcre2-16-0	10.46-1~deb13u1	selected
libpcsclite1	2.3.3-1	selected
libpeas-1.0-0	1.36.0-3+b4	selected
libpeas-common	1.36.0-3	selected
libpgm-5.3-0t64	5.3.128~dfsg-2.1+b1	selected
libphonon-l10n	4:4.12.0-5	selected
libphonon4qt6-4t64	4:4.12.0-5	selected
libphonon4qt6experimental4t64	4:4.12.0-5	selected
libpipeline1	1.5.8-1	selected
libpipewire-0.3-0t64	1.4.2-1	selected
libpipewire-0.3-modules	1.4.2-1	selected
libpkgconf3	1.8.1-4	selected
libplacebo349	7.349.0-3	selected
libplist-2.0-4	2.6.0-2+b1	selected
libpocketsphinx3	0.8+5prealpha+1-15+b4	selected
libpolkit-agent-1-0	126-2	selected
libpolkit-gobject-1-0	126-2	selected
libpolkit-qt5-1-1	0.200.0-4+b1	selected
libpolkit-qt6-1-1	0.200.0-4+b1	selected
libpoppler-cpp2	25.03.0-5+deb13u4	selected
libpoppler-glib8t64	25.03.0-5+deb13u4	selected
libpoppler147	25.03.0-5+deb13u4	selected
libpostproc58	7:7.1.5-0+deb13u1	selected
libpotrace0	1.16-2+b2	selected
libprotobuf-c1	1.5.1-1	selected
libprotobuf-lite32t64	3.21.12-11+deb13u1	selected
libpulse-mainloop-glib0	17.0+dfsg1-2+b1	selected
libpulse0	17.0+dfsg1-2+b1	selected
libpwquality-common	1.4.5-5	selected
libpwquality1	1.4.5-5	selected
libpython3.13	3.13.5-2+deb13u4	selected
libqca-qt5-2	2.3.10-1	selected
libqca-qt6-2	2.3.10-1	selected
libqpdf30	12.2.0-1	selected
libqrencode4	4.1.1-2	selected
libqt5concurrent5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5core5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5dbus5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5gui5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5network5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5printsupport5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5qml5	5.15.15+dfsg-3	selected
libqt5sql5-sqlite	5.15.15+dfsg-6+deb13u1	selected
libqt5sql5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5svg5	5.15.15-2	selected
libqt5texttospeech5	5.15.15-2	selected
libqt5waylandclient5	5.15.15-3	selected
libqt5widgets5t64	5.15.15+dfsg-6+deb13u1	selected
libqt5x11extras5	5.15.15-2	selected
libqt5xml5t64	5.15.15+dfsg-6+deb13u1	selected
libqt6concurrent6	6.8.2+dfsg-9+deb13u2	selected
libqt6core5compat6	6.8.2-3+b1	selected
libqt6core6t64	6.8.2+dfsg-9+deb13u2	selected
libqt6dbus6	6.8.2+dfsg-9+deb13u2	selected
libqt6gui6	6.8.2+dfsg-9+deb13u2	selected
libqt6keychain1	0.15.0-1	selected
libqt6multimedia6	6.8.2-8	selected
libqt6network6	6.8.2+dfsg-9+deb13u2	selected
libqt6opengl6	6.8.2+dfsg-9+deb13u2	selected
libqt6openglwidgets6	6.8.2+dfsg-9+deb13u2	selected
libqt6printsupport6	6.8.2+dfsg-9+deb13u2	selected
libqt6qml6	6.8.2+dfsg-7	selected
libqt6qmlmeta6	6.8.2+dfsg-7	selected
libqt6qmlmodels6	6.8.2+dfsg-7	selected
libqt6qmlworkerscript6	6.8.2+dfsg-7	selected
libqt6quick6	6.8.2+dfsg-7	selected
libqt6quickcontrols2-6	6.8.2+dfsg-7	selected
libqt6quicktemplates2-6	6.8.2+dfsg-7	selected
libqt6quickwidgets6	6.8.2+dfsg-7	selected
libqt6sql6	6.8.2+dfsg-9+deb13u2	selected
libqt6sql6-sqlite	6.8.2+dfsg-9+deb13u2	selected
libqt6svg6	6.8.2-3	selected
libqt6texttospeech6	6.8.2-2	selected
libqt6waylandclient6	6.8.2-4	selected
libqt6widgets6	6.8.2+dfsg-9+deb13u2	selected
libqt6xml6	6.8.2+dfsg-9+deb13u2	selected
libquadmath0	14.2.0-19	selected
libqxp-0.0-0	0.0.2-1+b4	selected
librabbitmq4	0.15.0-1+deb13u1	selected
libraqm0	0.10.2-1	selected
librav1e0.7	0.7.1-9+b2	selected
libraw1394-11	2.1.2-2+b2	selected
libraw23t64	0.21.4-2	selected
librda-common	0.0.5-1.1	selected
librda0	0.0.5-1.1+b2	selected
libreiserfscore0t64	1:3.6.27-9	selected
libreoffice	4:25.2.3-2+deb13u6	selected
libreoffice-base	4:25.2.3-2+deb13u6	selected
libreoffice-base-core	4:25.2.3-2+deb13u6	selected
libreoffice-base-drivers	4:25.2.3-2+deb13u6	selected
libreoffice-calc	4:25.2.3-2+deb13u6	selected
libreoffice-common	4:25.2.3-2+deb13u6	selected
libreoffice-core	4:25.2.3-2+deb13u6	selected
libreoffice-draw	4:25.2.3-2+deb13u6	selected
libreoffice-impress	4:25.2.3-2+deb13u6	selected
libreoffice-math	4:25.2.3-2+deb13u6	selected
libreoffice-report-builder-bin	4:25.2.3-2+deb13u6	selected
libreoffice-style-colibre	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-base	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-calc	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-common	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-draw	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-impress	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-math	4:25.2.3-2+deb13u6	selected
libreoffice-uiconfig-writer	4:25.2.3-2+deb13u6	selected
libreoffice-writer	4:25.2.3-2+deb13u6	selected
libresid-builder0c2a	2.1.1-16	selected
librest-1.0-0	0.9.1-6+b2	selected
librhash1	1.4.5-1	selected
librist4	0.2.11+dfsg-1	selected
libroc0.4	0.4.0+dfsg-5	selected
librsvg2-common	2.60.0+dfsg-1	selected
librubberband2	3.3.0+dfsg-2+b3	selected
libruby	1:3.3+b1	selected
libruby3.3	3.3.8-2	selected
libsamplerate0	0.2.2-4+b2	selected
libsane-common	1.3.1-3	selected
libsane1	1.3.1-3+b1	selected
libsbc1	2.1-1	selected
libscim8v5	1.4.18+git20211204-0.2+b4	selected
libsdl2-2.0-0	2.32.4+dfsg-1	selected
libsensors-config	1:3.6.2-2	selected
libsensors5	1:3.6.2-2	selected
libserd-0-0	0.32.4-1	selected
libshine3	3.1.1-2+b2	selected
libshout3	2.4.6-1+b3	selected
libsidplay1v5	1.36.60-1+b2	selected
libsidplay2	2.1.1-16	selected
libsidplayfp6	2.12.0-1	selected
libsigc++-2.0-0v5	2.12.1-3	selected
libsigc++-3.0-0	3.6.0-2+b1	selected
libsixel1	1.10.5-1	selected
libslang2	2.3.3-5+b2	selected
libsm6	2:1.2.6-1	selected
libsmartcols1	2.41.5-0+deb13u1	selected
libsmbclient0	2:4.22.10+dfsg-0+deb13u2	selected
libsnappy1v5	1.2.2-1	selected
libsndfile1	1.2.2-2+deb13u1	selected
libsndio7.0	1.10.0-0.1	selected
libsnmp-base	5.9.4+dfsg-2+deb13u1	selected
libsnmp40t64	5.9.4+dfsg-2+deb13u1	selected
libsodium23	1.0.18-1+deb13u1	selected
libsord-0-0	0.16.18-1	selected
libsoup-2.4-1	2.74.3-10.1	selected
libsoup2.4-common	2.74.3-10.1	selected
libsoxr0	0.1.3-4+b2	selected
libspa-0.2-bluetooth	1.4.2-1	selected
libspa-0.2-modules	1.4.2-1	selected
libspatialaudio0t64	0.3.0+git20180730+dfsg1-2.1+b1	selected
libspeex1	1.2.1-3	selected
libspeexdsp1	1.2.1-3	selected
libsphinxbase3t64	0.8+5prealpha+1-21+b1	selected
libsratom-0-0	0.6.18-1	selected
libsrt1.5-gnutls	1.5.4-1	selected
libsrtp2-1	2.7.0-3	selected
libss2	1.47.2-3+b11	selected
libssh-4	0.11.5-0+deb13u1	selected
libstaroffice-0.0-0	0.0.7-1+b2	selected
libstartup-notification0	0.12-8	selected
libstd-rust-1.85	1.85.0+dfsg3-1	selected
libstd-rust-dev	1.85.0+dfsg3-1	selected
libstdc++-14-dev	14.2.0-19	selected
libstemmer0d	2.2.0-4+b2	selected
libsuitesparseconfig7	1:7.10.1+dfsg-1	selected
libsvtav1enc2	2.3.0+dfsg-1	selected
libswresample5	7:7.1.5-0+deb13u1	selected
libswscale8	7:7.1.5-0+deb13u1	selected
libsynctex2	2024.20240313.70630+ds-6	selected
libtag2	2.0.2-2	selected
libtalloc2	2:2.4.3+samba4.22.10+dfsg-0+deb13u2	selected
libtcl8.6	8.6.16+dfsg-1	selected
libtdb1	2:1.4.13+samba4.22.10+dfsg-0+deb13u2	selected
libteamdctl0	1.31-1+b2	selected
libtevent0t64	2:0.16.2+samba4.22.10+dfsg-0+deb13u2	selected
libtext-charwidth-perl	0.04-11+b4	selected
libtext-wrapi18n-perl	0.06-10	selected
libtheora0	1.2.0~alpha1+dfsg-6	selected
libtheoradec1	1.2.0~alpha1+dfsg-6	selected
libtheoraenc1	1.2.0~alpha1+dfsg-6	selected
libthunarx-3-0	4.20.2-1+deb13u1	selected
libtirpc-common	1.3.6+ds-1	selected
libtirpc3t64	1.3.6+ds-1	selected
libts0t64	1.22-1.1+b1	selected
libtsan2	14.2.0-19	selected
libtwolame0	0.4.0-2+b2	selected
libubsan1	14.2.0-19	selected
libuchardet0	0.0.8-1+b2	selected
libudfread0	1.1.2-1+b2	selected
libudisks2-0	2.10.1-12.1+deb13u2	selected
libumfpack6	1:7.10.1+dfsg-1	selected
libunibreak6	6.1-3	selected
libuno-cppu3t64	4:25.2.3-2+deb13u6	selected
libuno-cppuhelpergcc3-3t64	4:25.2.3-2+deb13u6	selected
libuno-purpenvhelpergcc3-3t64	4:25.2.3-2+deb13u6	selected
libuno-sal3t64	4:25.2.3-2+deb13u6	selected
libuno-salhelpergcc3-3t64	4:25.2.3-2+deb13u6	selected
libunwind8	1.8.1-0.1	selected
libupnp17t64	1:1.14.20-1+deb13u1	selected
libupower-glib3	1.90.9-1	selected
liburcu8t64	0.15.2-2	selected
liburing2	2.9-1	selected
libusb-1.0-0	2:1.0.28-1	selected
libusbmuxd-2.0-7	2.1.0-1+b1	selected
libutempter0	1.2.1-4	selected
libuuid1	2.41.5-0+deb13u1	selected
libuv1t64	1.50.0-2	selected
libv4l-0t64	1.30.1-1	selected
libv4lconvert0t64	1.30.1-1	selected
libva-drm2	2.22.0-3	selected
libva-wayland2	2.22.0-3	selected
libva-x11-2	2.22.0-3	selected
libva2	2.22.0-3	selected
libvdpau1	1.5-3+b1	selected
libvidstab1.1	1.1.0-2+b2	selected
libvisio-0.1-1	0.1.7-1+b5	selected
libvisual-0.4-0	0.4.2-2+b2	selected
libvlc-bin	3.0.23-0+deb13u1	selected
libvlc5	3.0.23-0+deb13u1	selected
libvlccore9	3.0.23-0+deb13u1	selected
libvolume-key1	0.3.12-9	selected
libvorbis0a	1.3.7-3	selected
libvorbisenc2	1.3.7-3	selected
libvorbisfile3	1.3.7-3	selected
libvpl2	1:2.14.0-1+b1	selected
libvpx9	1.15.0-2.1+deb13u1	selected
libvte-2.91-0	0.80.1-1	selected
libvte-2.91-common	0.80.1-1	selected
libvulkan1	1.4.309.0-1	selected
libwacom-common	2.14.0-1	selected
libwacom9	2.14.0-1	selected
libwavpack1	5.8.1-1	selected
libwayland-server0	1.23.1-3	selected
libwbclient0	2:4.22.10+dfsg-0+deb13u2	selected
libwebkit2gtk-4.1-0	2.52.5-1~deb13u1	selected
libwebpdemux2	1.5.0-0.1	selected
libwebpmux3	1.5.0-0.1	selected
libwebrtc-audio-processing-1-3	1.3-3+b1	selected
libwireplumber-0.5-0	0.5.8-2	selected
libwnck-3-0	43.2-1	selected
libwnck-3-common	43.2-1	selected
libwps-0.4-4	0.4.14-2+b2	selected
libwrap0	7.6.q-36	selected
libwtmpdb0	0.73.0-3+deb13u1	selected
libx11-xcb1	2:1.8.12-1	selected
libx264-164	2:0.164.3108+git31e19f9-2+b1	selected
libx265-215	4.1-2	selected
libxatracker2	25.0.7-2+deb13u1	selected
libxaw7	2:1.0.16-1	selected
libxcb-cursor0	0.1.5-1	selected
libxcb-damage0	1.17.0-2+b1	selected
libxcb-dri3-0	1.17.0-2+b1	selected
libxcb-glx0	1.17.0-2+b1	selected
libxcb-icccm4	0.4.2-1	selected
libxcb-image0	0.4.0-2+b2	selected
libxcb-keysyms1	0.4.1-1	selected
libxcb-present0	1.17.0-2+b1	selected
libxcb-randr0	1.17.0-2+b1	selected
libxcb-record0	1.17.0-2+b1	selected
libxcb-render-util0	0.3.10-1	selected
libxcb-res0	1.17.0-2+b1	selected
libxcb-shape0	1.17.0-2+b1	selected
libxcb-sync1	1.17.0-2+b1	selected
libxcb-util1	0.4.1-1	selected
libxcb-xfixes0	1.17.0-2+b1	selected
libxcb-xinerama0	1.17.0-2+b1	selected
libxcb-xinput0	1.17.0-2+b1	selected
libxcb-xkb1	1.17.0-2+b1	selected
libxcb-xv0	1.17.0-2+b1	selected
libxcvt0	0.1.3-1	selected
libxfce4ui-2-0	4.20.1-1	selected
libxfce4ui-common	4.20.1-1	selected
libxfce4util-common	4.20.1-1	selected
libxfce4util7	4.20.1-1	selected
libxfconf-0-3	4.20.0-1	selected
libxfont2	1:2.0.6-1+deb13u1	selected
libxft2	2.3.6-1+b4	selected
libxkbcommon-x11-0	1.7.0-2	selected
libxkbfile1	1:1.1.0-1+b4	selected
libxkbregistry0	1.7.0-2	selected
libxklavier16	5.4-5+b2	selected
libxml++2.6-2v5	2.42.3-2	selected
libxmlb2	0.3.22-1	selected
libxmlsec1t64	1.2.41-1+b1	selected
libxmlsec1t64-nss	1.2.41-1+b1	selected
libxmu6	2:1.1.3-3+b4	selected
libxmuu1	2:1.1.3-3+b4	selected
libxpm4	1:3.5.17-1+deb13u1	selected
libxpresent1	1.0.1-1+b2	selected
libxres1	2:1.2.1-1+b2	selected
libxshmfence1	1.3.3-1	selected
libxss1	1:1.2.3-1+b3	selected
libxt6t64	1:1.2.1-1.2+b2	selected
libxtables12	1.8.11-2	selected
libxtst6	2:1.2.5-1	selected
libxv1	2:1.0.11-1.1+b3	selected
libxvidcore4	2:1.3.7-1+b2	selected
libxxf86dga1	2:1.1.5-1+b3	selected
libxxf86vm1	1:1.1.4-1+b4	selected
libyaml-0-2	0.2.5-2	selected
libyuv0	0.0.1904.20250204-1	selected
libz3-4	4.13.3-1	selected
libzimg2	3.0.5+ds1-1+b2	selected
libzix-0-0	0.6.2-1	selected
libzmf-0.0-0	0.0.2-1+b9	selected
libzmq5	4.3.5-1+b3	selected
libzvbi-common	0.2.44-1	selected
libzvbi0t64	0.2.44-1	selected
libzxcvbn0	2.5+dfsg-2+b2	selected
libzxing3	2.3.0-4	selected
lightdm	1.32.0-6+b2	selected
lightdm-gtk-greeter	2.0.9-1	selected
linux-base	4.12.1	selected
linux-image-6.12.101+deb13-amd64	6.12.101-1	selected
linux-image-amd64	6.12.101-1	selected
linux-libc-dev	6.12.101-1	selected
linux-sysctl-defaults	4.12.1	selected
llvm-19-linker-tools	1:19.1.7-3+b1	selected
locales	2.41-12+deb13u3	selected
login	1:4.16.0-2+really2.41.5-0+deb13u1	selected
logrotate	3.22.0-1	selected
logsave	1.47.2-3+b11	selected
lsof	4.99.4+dfsg-2	selected
lvm2	2.03.31-2	selected
lxmenu-data	0.1.6-3	selected
man-db	2.13.1-1	selected
manpages	6.9.1-1	selected
marco	1.26.2-4.1	selected
marco-common	1.26.2-4.1	selected
mate-control-center	1.26.1-1.1+b4	selected
mate-control-center-common	1.26.1-1.1	selected
mate-desktop	1.26.2-1.2	selected
mate-desktop-common	1.26.2-1.2	selected
mate-desktop-environment-core	1.26.0+2	selected
mate-icon-theme	1.26.0-1	selected
mate-menus	1.26.1-1	selected
mate-notification-daemon	1.26.1-1+b3	selected
mate-notification-daemon-common	1.26.1-1	selected
mate-panel	1.27.1-4.1	selected
mate-panel-common	1.27.1-4.1	selected
mate-polkit	1.26.1-4+b1	selected
mate-polkit-common	1.26.1-4	selected
mate-session-manager	1.26.1-2+b1	selected
mate-settings-daemon	1.26.1-1.2	selected
mate-settings-daemon-common	1.26.1-1.2	selected
mate-terminal	1.26.1-1+b1	selected
mate-terminal-common	1.26.1-1	selected
mate-themes	3.22.26-1	selected
mesa-libgallium	25.0.7-2+deb13u1	selected
meson	1.7.0-1	selected
micro	2.0.14-1+b6	selected
mount	2.41.5-0+deb13u1	selected
mpv	0.40.0-3+deb13u1	selected
mutter-common	48.7-0+deb13u1	selected
nano	8.4-1+deb13u1	selected
ncurses-term	6.5+20250216-2	selected
net-tools	2.10-1.3	selected
netcat-traditional	1.10-50	selected
network-manager	1.52.1-1	selected
nfs-common	1:2.8.3-1	selected
nftables	1.1.3-1	selected
nginx	1.26.3-3+deb13u7	selected
nginx-common	1.26.3-3+deb13u7	selected
ninja-build	1.12.1-1	selected
ocl-icd-libopencl1	2.3.3-1	selected
openssh-client	1:10.0p1-7+deb13u4	selected
openssh-server	1:10.0p1-7+deb13u4	selected
openssh-sftp-server	1:10.0p1-7+deb13u4	selected
os-prober	1.83	selected
parted	3.6-5	selected
pavucontrol	6.1-1	selected
pci.ids	0.0~2025.06.09-1	selected
pciutils	1:3.13.0-2	selected
pcmanfm	1.4.0-1	selected
phonon-backend-vlc-common	0.12.0-3	selected
phonon4qt6	4:4.12.0-5	selected
phonon4qt6-backend-vlc	0.12.0-3+b4	selected
pipewire	1.4.2-1	selected
pipewire-alsa	1.4.2-1	selected
pipewire-audio	1.4.2-1	selected
pipewire-bin	1.4.2-1	selected
pipewire-pulse	1.4.2-1	selected
pkexec	126-2	selected
pkg-config	1.8.1-4	selected
pkgconf	1.8.1-4	selected
pkgconf-bin	1.8.1-4	selected
pluma	1.26.1-2.1	selected
pluma-common	1.26.1-2.1	selected
polkitd	126-2	selected
poppler-data	0.4.12-1	selected
poppler-utils	25.03.0-5+deb13u4	selected
psmisc	23.7-2	selected
python-apt-common	3.0.0	selected
python3-apt	3.0.0	selected
python3-attr	25.3.0-1	selected
python3-autocommand	2.2.2-3	selected
python3-bcrypt	4.2.0-2.1+b1	selected
python3-cairo	1.27.0-2	selected
python3-certifi	2025.1.31+ds-1	selected
python3-cffi-backend	1.17.1-3	selected
python3-chardet	5.2.0+dfsg-2	selected
python3-charset-normalizer	3.4.2-1	selected
python3-cryptography	43.0.0-3+deb13u1	selected
python3-css-parser	1.0.10-1	selected
python3-cups	2.0.4-2+b2	selected
python3-cupshelpers	1.5.18-4	selected
python3-dbus	1.4.0-1	selected
python3-debconf	1.5.91	selected
python3-debian	1.0.1	selected
python3-debianbts	4.1.1	selected
python3-emoji	2.14.1-1	selected
python3-firewall	2.3.1-1+deb13u1	selected
python3-gi	3.50.0-4+b1	selected
python3-gi-cairo	3.50.0-4+b1	selected
python3-greenlet	3.1.0-1+b2	selected
python3-idna	3.10-1+deb13u1	selected
python3-inflect	7.3.1-2	selected
python3-jaraco.classes	3.4.0-1	selected
python3-jaraco.context	6.0.1-1+deb13u1	selected
python3-jaraco.functools	4.1.0-1	selected
python3-jaraco.text	4.0.0-1	selected
python3-jeepney	0.9.0-1	selected
python3-jsonschema	4.19.2-6	selected
python3-jsonschema-specifications	2023.12.1-2	selected
python3-keyring	25.6.0-2	selected
python3-more-itertools	10.7.0-1	selected
python3-nbxmpp	6.1.1-1	selected
python3-nftables	1.1.3-1	selected
